Název školy,Identifikační znak organizace,Resortní identifikátor právnické osoby,Zřizovatel,Typ třídy,Obor,Název oboru,Forma vzdělávání,Název vyššího územního samosprávného celku,Kód vyššího územního samosprávného celku dle číselníku ČSÚ,Název okresu,Kód okresu dle číselníku ČSÚ,Název správního obvodu obce s rozšířenou působností,Kód správního obvodu obce s rozšířenou působností dle číselníku ČSÚ,Název obce,Kód obce dle číselníku ČSÚ,Název ulice,Číslo popisné nebo evidenční podle typu čísla domovního,Typ čísla domovního,Číslo orientační,PSČ,Webové stránky,Název okresu bydliště studenta,Kód okresu bydliště studenta dle číselníku ČSÚ,Název obce bydliště studenta,Kód obce bydliště studenta dle číselníku ČSÚ,Počty studentů s trvalým bydlištěm v dané obci dojíždějící do vyšší odborné školy,Zápis vektorové geometrie,Zeměpisná délka v souřadnicovém systému WGS84,Zeměpisná šířka v souřadnicovém systému WGS84,Jedinečný identifikátor v katalogu otevřených dat Data KHK,ID,x2,y2
"Obchodní akademie, Střední pedagogická škola, Vyšší odborná škola a |Jazyková škola s právem státní jazykové zkoušky, s.r.o.",44445288,600011798,privátní sektor,běžná třída,7531M01,Předškolní a mimoškolní pedagogika,denní,Královehradecký kraj,CZ052,Rychnov nad Kněžnou,CZ0524,Rychnov nad Kněžnou,5213,Rychnov nad Kněžnou,576069,U Stadionu,1166,č.p.,,51601,https://www.vosrk.cz/,Pardubice,CZ0532,Pardubice III,557064,1,POINT(50.218477 15.855038),15.855038,50.218477,SPSS2548,2014,1764974.75666801,6484198.53274276
"Obchodní akademie, Střední pedagogická škola, Vyšší odborná škola a |Jazyková škola s právem státní jazykové zkoušky, s.r.o.",44445288,600011798,privátní sektor,běžná třída,7531M01,Předškolní a mimoškolní pedagogika,denní,Královehradecký kraj,CZ052,Rychnov nad Kněžnou,CZ0524,Rychnov nad Kněžnou,5213,Rychnov nad Kněžnou,576069,U Stadionu,1166,č.p.,,51601,https://www.vosrk.cz/,Hradec Králové,CZ0521,Blešno,569879,1,POINT(50.218477 15.855038),15.855038,50.218477,SPSS2550,2016,1764974.75666801,6484198.53274276
"Obchodní akademie, Střední pedagogická škola, Vyšší odborná škola a |Jazyková škola s právem státní jazykové zkoušky, s.r.o.",44445288,600011798,privátní sektor,běžná třída,7531M01,Předškolní a mimoškolní pedagogika,denní,Královehradecký kraj,CZ052,Rychnov nad Kněžnou,CZ0524,Rychnov nad Kněžnou,5213,Rychnov nad Kněžnou,576069,U Stadionu,1166,č.p.,,51601,https://www.vosrk.cz/,Hradec Králové,CZ0521,Černilov,569917,1,POINT(50.218477 15.855038),15.855038,50.218477,SPSS2551,2017,1764974.75666801,6484198.53274276
"Obchodní akademie, Střední pedagogická škola, Vyšší odborná škola a |Jazyková škola s právem státní jazykové zkoušky, s.r.o.",44445288,600011798,privátní sektor,běžná třída,7531M01,Předškolní a mimoškolní pedagogika,denní,Královehradecký kraj,CZ052,Rychnov nad Kněžnou,CZ0524,Rychnov nad Kněžnou,5213,Rychnov nad Kněžnou,576069,U Stadionu,1166,č.p.,,51601,https://www.vosrk.cz/,Hradec Králové,CZ0521,Chlumec nad Cidlinou,570109,1,POINT(50.218477 15.855038),15.855038,50.218477,SPSS2552,2018,1764974.75666801,6484198.53274276
"Obchodní akademie, Střední pedagogická škola, Vyšší odborná škola a |Jazyková škola s právem státní jazykové zkoušky, s.r.o.",44445288,600011798,privátní sektor,běžná třída,7531M01,Předškolní a mimoškolní pedagogika,denní,Královehradecký kraj,CZ052,Rychnov nad Kněžnou,CZ0524,Rychnov nad Kněžnou,5213,Rychnov nad Kněžnou,576069,U Stadionu,1166,č.p.,,51601,https://www.vosrk.cz/,Hradec Králové,CZ0521,Libřice,570273,1,POINT(50.218477 15.855038),15.855038,50.218477,SPSS2554,2020,1764974.75666801,6484198.53274276
"Obchodní akademie, Střední pedagogická škola, Vyšší odborná škola a |Jazyková škola s právem státní jazykové zkoušky, s.r.o.",44445288,600011798,privátní sektor,běžná třída,7531M01,Předškolní a mimoškolní pedagogika,denní,Královehradecký kraj,CZ052,Rychnov nad Kněžnou,CZ0524,Rychnov nad Kněžnou,5213,Rychnov nad Kněžnou,576069,U Stadionu,1166,č.p.,,51601,https://www.vosrk.cz/,Hradec Králové,CZ0521,Lodín,570303,1,POINT(50.218477 15.855038),15.855038,50.218477,SPSS2555,2021,1764974.75666801,6484198.53274276
"Obchodní akademie, Střední pedagogická škola, Vyšší odborná škola a |Jazyková škola s právem státní jazykové zkoušky, s.r.o.",44445288,600011798,privátní sektor,běžná třída,7531M01,Předškolní a mimoškolní pedagogika,denní,Královehradecký kraj,CZ052,Rychnov nad Kněžnou,CZ0524,Rychnov nad Kněžnou,5213,Rychnov nad Kněžnou,576069,U Stadionu,1166,č.p.,,51601,https://www.vosrk.cz/,Hradec Králové,CZ0521,Lochenice,570311,1,POINT(50.218477 15.855038),15.855038,50.218477,SPSS2556,2022,1764974.75666801,6484198.53274276
"Obchodní akademie, Střední pedagogická škola, Vyšší odborná škola a |Jazyková škola s právem státní jazykové zkoušky, s.r.o.",44445288,600011798,privátní sektor,běžná třída,7531M01,Předškolní a mimoškolní pedagogika,denní,Královehradecký kraj,CZ052,Rychnov nad Kněžnou,CZ0524,Rychnov nad Kněžnou,5213,Rychnov nad Kněžnou,576069,U Stadionu,1166,č.p.,,51601,https://www.vosrk.cz/,Hradec Králové,CZ0521,Nechanice,570451,1,POINT(50.218477 15.855038),15.855038,50.218477,SPSS2557,2023,1764974.75666801,6484198.53274276
"Obchodní akademie, Střední pedagogická škola, Vyšší odborná škola a |Jazyková škola s právem státní jazykové zkoušky, s.r.o.",44445288,600011798,privátní sektor,běžná třída,7531M01,Předškolní a mimoškolní pedagogika,denní,Královehradecký kraj,CZ052,Rychnov nad Kněžnou,CZ0524,Rychnov nad Kněžnou,5213,Rychnov nad Kněžnou,576069,U Stadionu,1166,č.p.,,51601,https://www.vosrk.cz/,Hradec Králové,CZ0521,Praskačka,570656,1,POINT(50.218477 15.855038),15.855038,50.218477,SPSS2558,2024,1764974.75666801,6484198.53274276
"Obchodní akademie, Střední pedagogická škola, Vyšší odborná škola a |Jazyková škola s právem státní jazykové zkoušky, s.r.o.",44445288,600011798,privátní sektor,běžná třída,7531M01,Předškolní a mimoškolní pedagogika,denní,Královehradecký kraj,CZ052,Rychnov nad Kněžnou,CZ0524,Rychnov nad Kněžnou,5213,Rychnov nad Kněžnou,576069,U Stadionu,1166,č.p.,,51601,https://www.vosrk.cz/,Hradec Králové,CZ0521,Předměřice nad Labem,570672,1,POINT(50.218477 15.855038),15.855038,50.218477,SPSS2559,2025,1764974.75666801,6484198.53274276
"Obchodní akademie, Střední pedagogická škola, Vyšší odborná škola a |Jazyková škola s právem státní jazykové zkoušky, s.r.o.",44445288,600011798,privátní sektor,běžná třída,7531M01,Předškolní a mimoškolní pedagogika,denní,Královehradecký kraj,CZ052,Rychnov nad Kněžnou,CZ0524,Rychnov nad Kněžnou,5213,Rychnov nad Kněžnou,576069,U Stadionu,1166,č.p.,,51601,https://www.vosrk.cz/,Hradec Králové,CZ0521,Stračov,570958,1,POINT(50.218477 15.855038),15.855038,50.218477,SPSS2562,2028,1764974.75666801,6484198.53274276
"Obchodní akademie, Střední pedagogická škola, Vyšší odborná škola a |Jazyková škola s právem státní jazykové zkoušky, s.r.o.",44445288,600011798,privátní sektor,běžná třída,7531M01,Předškolní a mimoškolní pedagogika,denní,Královehradecký kraj,CZ052,Rychnov nad Kněžnou,CZ0524,Rychnov nad Kněžnou,5213,Rychnov nad Kněžnou,576069,U Stadionu,1166,č.p.,,51601,https://www.vosrk.cz/,Hradec Králové,CZ0521,Vysoká nad Labem,571113,1,POINT(50.218477 15.855038),15.855038,50.218477,SPSS2566,2032,1764974.75666801,6484198.53274276
"Obchodní akademie, Střední pedagogická škola, Vyšší odborná škola a |Jazyková škola s právem státní jazykové zkoušky, s.r.o.",44445288,600011798,privátní sektor,běžná třída,7531M01,Předškolní a mimoškolní pedagogika,denní,Královehradecký kraj,CZ052,Rychnov nad Kněžnou,CZ0524,Rychnov nad Kněžnou,5213,Rychnov nad Kněžnou,576069,U Stadionu,1166,č.p.,,51601,https://www.vosrk.cz/,Chrudim,CZ0531,Chrudim,571164,1,POINT(50.218477 15.855038),15.855038,50.218477,SPSS2567,2033,1764974.75666801,6484198.53274276
"Obchodní akademie, Střední pedagogická škola, Vyšší odborná škola a |Jazyková škola s právem státní jazykové zkoušky, s.r.o.",44445288,600011798,privátní sektor,běžná třída,7531M01,Předškolní a mimoškolní pedagogika,denní,Královehradecký kraj,CZ052,Rychnov nad Kněžnou,CZ0524,Rychnov nad Kněžnou,5213,Rychnov nad Kněžnou,576069,U Stadionu,1166,č.p.,,51601,https://www.vosrk.cz/,Pardubice,CZ0532,Němčice,572870,1,POINT(50.218477 15.855038),15.855038,50.218477,SPSS2568,2034,1764974.75666801,6484198.53274276
"Obchodní akademie, Střední pedagogická škola, Vyšší odborná škola a |Jazyková škola s právem státní jazykové zkoušky, s.r.o.",44445288,600011798,privátní sektor,běžná třída,7531M01,Předškolní a mimoškolní pedagogika,denní,Královehradecký kraj,CZ052,Rychnov nad Kněžnou,CZ0524,Rychnov nad Kněžnou,5213,Rychnov nad Kněžnou,576069,U Stadionu,1166,č.p.,,51601,https://www.vosrk.cz/,Hradec Králové,CZ0521,Máslojedy,573779,1,POINT(50.218477 15.855038),15.855038,50.218477,SPSS2569,2035,1764974.75666801,6484198.53274276
"Obchodní akademie, Střední pedagogická škola, Vyšší odborná škola a |Jazyková škola s právem státní jazykové zkoušky, s.r.o.",44445288,600011798,privátní sektor,běžná třída,7531M01,Předškolní a mimoškolní pedagogika,denní,Královehradecký kraj,CZ052,Rychnov nad Kněžnou,CZ0524,Rychnov nad Kněžnou,5213,Rychnov nad Kněžnou,576069,U Stadionu,1166,č.p.,,51601,https://www.vosrk.cz/,Náchod,CZ0523,Broumov,573922,1,POINT(50.218477 15.855038),15.855038,50.218477,SPSS2570,2036,1764974.75666801,6484198.53274276
"Obchodní akademie, Střední pedagogická škola, Vyšší odborná škola a |Jazyková škola s právem státní jazykové zkoušky, s.r.o.",44445288,600011798,privátní sektor,běžná třída,7531M01,Předškolní a mimoškolní pedagogika,denní,Královehradecký kraj,CZ052,Rychnov nad Kněžnou,CZ0524,Rychnov nad Kněžnou,5213,Rychnov nad Kněžnou,576069,U Stadionu,1166,č.p.,,51601,https://www.vosrk.cz/,Náchod,CZ0523,Česká Skalice,573990,1,POINT(50.218477 15.855038),15.855038,50.218477,SPSS2572,2038,1764974.75666801,6484198.53274276
"Obchodní akademie, Střední pedagogická škola, Vyšší odborná škola a |Jazyková škola s právem státní jazykové zkoušky, s.r.o.",44445288,600011798,privátní sektor,běžná třída,7531M01,Předškolní a mimoškolní pedagogika,denní,Královehradecký kraj,CZ052,Rychnov nad Kněžnou,CZ0524,Rychnov nad Kněžnou,5213,Rychnov nad Kněžnou,576069,U Stadionu,1166,č.p.,,51601,https://www.vosrk.cz/,Náchod,CZ0523,Meziměstí,574252,1,POINT(50.218477 15.855038),15.855038,50.218477,SPSS2574,2040,1764974.75666801,6484198.53274276
"Obchodní akademie, Střední pedagogická škola, Vyšší odborná škola a |Jazyková škola s právem státní jazykové zkoušky, s.r.o.",44445288,600011798,privátní sektor,běžná třída,7531M01,Předškolní a mimoškolní pedagogika,denní,Královehradecký kraj,CZ052,Rychnov nad Kněžnou,CZ0524,Rychnov nad Kněžnou,5213,Rychnov nad Kněžnou,576069,U Stadionu,1166,č.p.,,51601,https://www.vosrk.cz/,Náchod,CZ0523,Nové Město nad Metují,574279,1,POINT(50.218477 15.855038),15.855038,50.218477,SPSS2575,2041,1764974.75666801,6484198.53274276
"Obchodní akademie, Střední pedagogická škola, Vyšší odborná škola a |Jazyková škola s právem státní jazykové zkoušky, s.r.o.",44445288,600011798,privátní sektor,běžná třída,7531M01,Předškolní a mimoškolní pedagogika,denní,Královehradecký kraj,CZ052,Rychnov nad Kněžnou,CZ0524,Rychnov nad Kněžnou,5213,Rychnov nad Kněžnou,576069,U Stadionu,1166,č.p.,,51601,https://www.vosrk.cz/,Náchod,CZ0523,Slavoňov,574457,1,POINT(50.218477 15.855038),15.855038,50.218477,SPSS2576,2042,1764974.75666801,6484198.53274276
"Obchodní akademie, Střední pedagogická škola, Vyšší odborná škola a |Jazyková škola s právem státní jazykové zkoušky, s.r.o.",44445288,600011798,privátní sektor,běžná třída,7531M01,Předškolní a mimoškolní pedagogika,denní,Královehradecký kraj,CZ052,Rychnov nad Kněžnou,CZ0524,Rychnov nad Kněžnou,5213,Rychnov nad Kněžnou,576069,U Stadionu,1166,č.p.,,51601,https://www.vosrk.cz/,Pardubice,CZ0532,Živanice,576051,1,POINT(50.218477 15.855038),15.855038,50.218477,SPSS2580,2046,1764974.75666801,6484198.53274276
"Obchodní akademie, Střední pedagogická škola, Vyšší odborná škola a |Jazyková škola s právem státní jazykové zkoušky, s.r.o.",44445288,600011798,privátní sektor,běžná třída,7531M01,Předškolní a mimoškolní pedagogika,denní,Královehradecký kraj,CZ052,Rychnov nad Kněžnou,CZ0524,Rychnov nad Kněžnou,5213,Rychnov nad Kněžnou,576069,U Stadionu,1166,č.p.,,51601,https://www.vosrk.cz/,Rychnov nad Kněžnou,CZ0524,Borohrádek,576131,1,POINT(50.218477 15.855038),15.855038,50.218477,SPSS2582,2048,1764974.75666801,6484198.53274276
"Obchodní akademie, Střední pedagogická škola, Vyšší odborná škola a |Jazyková škola s právem státní jazykové zkoušky, s.r.o.",44445288,600011798,privátní sektor,běžná třída,7531M01,Předškolní a mimoškolní pedagogika,denní,Královehradecký kraj,CZ052,Rychnov nad Kněžnou,CZ0524,Rychnov nad Kněžnou,5213,Rychnov nad Kněžnou,576069,U Stadionu,1166,č.p.,,51601,https://www.vosrk.cz/,Rychnov nad Kněžnou,CZ0524,Černíkovice,576204,1,POINT(50.218477 15.855038),15.855038,50.218477,SPSS2583,2049,1764974.75666801,6484198.53274276
"Obchodní akademie, Střední pedagogická škola, Vyšší odborná škola a |Jazyková škola s právem státní jazykové zkoušky, s.r.o.",44445288,600011798,privátní sektor,běžná třída,7531M01,Předškolní a mimoškolní pedagogika,denní,Královehradecký kraj,CZ052,Rychnov nad Kněžnou,CZ0524,Rychnov nad Kněžnou,5213,Rychnov nad Kněžnou,576069,U Stadionu,1166,č.p.,,51601,https://www.vosrk.cz/,Rychnov nad Kněžnou,CZ0524,České Meziříčí,576212,1,POINT(50.218477 15.855038),15.855038,50.218477,SPSS2584,2050,1764974.75666801,6484198.53274276
"Obchodní akademie, Střední pedagogická škola, Vyšší odborná škola a |Jazyková škola s právem státní jazykové zkoušky, s.r.o.",44445288,600011798,privátní sektor,běžná třída,7531M01,Předškolní a mimoškolní pedagogika,denní,Královehradecký kraj,CZ052,Rychnov nad Kněžnou,CZ0524,Rychnov nad Kněžnou,5213,Rychnov nad Kněžnou,576069,U Stadionu,1166,č.p.,,51601,https://www.vosrk.cz/,Rychnov nad Kněžnou,CZ0524,Deštné v Orlických horách,576247,1,POINT(50.218477 15.855038),15.855038,50.218477,SPSS2585,2051,1764974.75666801,6484198.53274276
"Obchodní akademie, Střední pedagogická škola, Vyšší odborná škola a |Jazyková škola s právem státní jazykové zkoušky, s.r.o.",44445288,600011798,privátní sektor,běžná třída,7531M01,Předškolní a mimoškolní pedagogika,denní,Královehradecký kraj,CZ052,Rychnov nad Kněžnou,CZ0524,Rychnov nad Kněžnou,5213,Rychnov nad Kněžnou,576069,U Stadionu,1166,č.p.,,51601,https://www.vosrk.cz/,Rychnov nad Kněžnou,CZ0524,Nová Ves,576549,1,POINT(50.218477 15.855038),15.855038,50.218477,SPSS2587,2053,1764974.75666801,6484198.53274276
"Obchodní akademie, Střední pedagogická škola, Vyšší odborná škola a |Jazyková škola s právem státní jazykové zkoušky, s.r.o.",44445288,600011798,privátní sektor,běžná třída,7531M01,Předškolní a mimoškolní pedagogika,denní,Královehradecký kraj,CZ052,Rychnov nad Kněžnou,CZ0524,Rychnov nad Kněžnou,5213,Rychnov nad Kněžnou,576069,U Stadionu,1166,č.p.,,51601,https://www.vosrk.cz/,Rychnov nad Kněžnou,CZ0524,Pěčín,576620,1,POINT(50.218477 15.855038),15.855038,50.218477,SPSS2588,2054,1764974.75666801,6484198.53274276
"Obchodní akademie, Střední pedagogická škola, Vyšší odborná škola a |Jazyková škola s právem státní jazykové zkoušky, s.r.o.",44445288,600011798,privátní sektor,běžná třída,7531M01,Předškolní a mimoškolní pedagogika,denní,Královehradecký kraj,CZ052,Rychnov nad Kněžnou,CZ0524,Rychnov nad Kněžnou,5213,Rychnov nad Kněžnou,576069,U Stadionu,1166,č.p.,,51601,https://www.vosrk.cz/,Rychnov nad Kněžnou,CZ0524,Záměl,576921,1,POINT(50.218477 15.855038),15.855038,50.218477,SPSS2590,2056,1764974.75666801,6484198.53274276
"Obchodní akademie, Střední pedagogická škola, Vyšší odborná škola a |Jazyková škola s právem státní jazykové zkoušky, s.r.o.",44445288,600011798,privátní sektor,běžná třída,7531M01,Předškolní a mimoškolní pedagogika,denní,Královehradecký kraj,CZ052,Rychnov nad Kněžnou,CZ0524,Rychnov nad Kněžnou,5213,Rychnov nad Kněžnou,576069,U Stadionu,1166,č.p.,,51601,https://www.vosrk.cz/,Trutnov,CZ0525,Dvůr Králové nad Labem,579203,1,POINT(50.218477 15.855038),15.855038,50.218477,SPSS2592,2058,1764974.75666801,6484198.53274276
"Obchodní akademie, Střední pedagogická škola, Vyšší odborná škola a |Jazyková škola s právem státní jazykové zkoušky, s.r.o.",44445288,600011798,privátní sektor,běžná třída,7531M01,Předškolní a mimoškolní pedagogika,denní,Královehradecký kraj,CZ052,Rychnov nad Kněžnou,CZ0524,Rychnov nad Kněžnou,5213,Rychnov nad Kněžnou,576069,U Stadionu,1166,č.p.,,51601,https://www.vosrk.cz/,Trutnov,CZ0525,Velké Svatoňovice,579785,1,POINT(50.218477 15.855038),15.855038,50.218477,SPSS2593,2059,1764974.75666801,6484198.53274276
"Obchodní akademie, Střední pedagogická škola, Vyšší odborná škola a |Jazyková škola s právem státní jazykové zkoušky, s.r.o.",44445288,600011798,privátní sektor,běžná třída,7531M01,Předškolní a mimoškolní pedagogika,denní,Královehradecký kraj,CZ052,Rychnov nad Kněžnou,CZ0524,Rychnov nad Kněžnou,5213,Rychnov nad Kněžnou,576069,U Stadionu,1166,č.p.,,51601,https://www.vosrk.cz/,Ústí nad Orlicí,CZ0534,Jamné nad Orlicí,580392,1,POINT(50.218477 15.855038),15.855038,50.218477,SPSS2594,2060,1764974.75666801,6484198.53274276
"Obchodní akademie, Střední pedagogická škola, Vyšší odborná škola a |Jazyková škola s právem státní jazykové zkoušky, s.r.o.",44445288,600011798,privátní sektor,běžná třída,7531M01,Předškolní a mimoškolní pedagogika,denní,Královehradecký kraj,CZ052,Rychnov nad Kněžnou,CZ0524,Rychnov nad Kněžnou,5213,Rychnov nad Kněžnou,576069,U Stadionu,1166,č.p.,,51601,https://www.vosrk.cz/,Ústí nad Orlicí,CZ0534,Králíky,580481,1,POINT(50.218477 15.855038),15.855038,50.218477,SPSS2595,2061,1764974.75666801,6484198.53274276
"Obchodní akademie, Střední pedagogická škola, Vyšší odborná škola a |Jazyková škola s právem státní jazykové zkoušky, s.r.o.",44445288,600011798,privátní sektor,běžná třída,7531M01,Předškolní a mimoškolní pedagogika,denní,Královehradecký kraj,CZ052,Rychnov nad Kněžnou,CZ0524,Rychnov nad Kněžnou,5213,Rychnov nad Kněžnou,576069,U Stadionu,1166,č.p.,,51601,https://www.vosrk.cz/,Ústí nad Orlicí,CZ0534,Újezd u Chocně,581089,1,POINT(50.218477 15.855038),15.855038,50.218477,SPSS2596,2062,1764974.75666801,6484198.53274276
"Obchodní akademie, Střední pedagogická škola, Vyšší odborná škola a |Jazyková škola s právem státní jazykové zkoušky, s.r.o.",44445288,600011798,privátní sektor,běžná třída,7531M01,Předškolní a mimoškolní pedagogika,denní,Královehradecký kraj,CZ052,Rychnov nad Kněžnou,CZ0524,Rychnov nad Kněžnou,5213,Rychnov nad Kněžnou,576069,U Stadionu,1166,č.p.,,51601,https://www.vosrk.cz/,Břeclav,CZ0644,Velké Bílovice,584983,1,POINT(50.218477 15.855038),15.855038,50.218477,SPSS2597,2063,1764974.75666801,6484198.53274276
"Obchodní akademie, Střední pedagogická škola, Vyšší odborná škola a |Jazyková škola s právem státní jazykové zkoušky, s.r.o.",44445288,600011798,privátní sektor,běžná třída,7842M02,Ekonomické lyceum,denní,Královehradecký kraj,CZ052,Rychnov nad Kněžnou,CZ0524,Rychnov nad Kněžnou,5213,Rychnov nad Kněžnou,576069,U Stadionu,1166,č.p.,,51601,https://www.vosrk.cz/,Pardubice,CZ0532,Pardubice V,557072,1,POINT(50.218477 15.855038),15.855038,50.218477,SPSS2598,2064,1764974.75666801,6484198.53274276
